ID_CLIENT,ID_SHOP,SEX,MARITAL_STATUS,AGE,FLAG_RESIDENCIAL_PHONE,AREA_CODE_RESIDENCIAL_PHONE,PAYMENT_DAY,SHOP_RANK,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_MOTHERS_NAME,FLAG_FATHERS_NAME,FLAG_RESIDENCE_TOWN_eq_WORKING_TOWN,FLAG_RESIDENCE_STATE_eq_WORKING_STATE,MONTHS_IN_THE_JOB,PROFESSION_CODE,MATE_INCOME,FLAG_RESIDENCIAL_ADDRESS_eq_POSTAL_ADDRESS,FLAG_OTHER_CARD,QUANT_BANKING_ACCOUNTS,FLAG_MOBILE_PHONE,FLAG_CONTACT_PHONE,PERSONAL_NET_INCOME,COD_APPLICATION_BOOTH,QUANT_ADDITIONAL_CARDS_IN_THE_APPLICATION,FLAG_CARD_INSURANCE_OPTION,TARGET_LABEL_BAD=1,
18359,18,M,C,26,Y,23,18,0,P,216,Y,Y,Y,Y,96,992,0,Y,N,0,N,N,311,0,0,N,0,
18360,21,M,C,53,Y,31,20,0,A,48,Y,Y,Y,Y,180,717,0,Y,N,0,N,N,5000,0,0,N,0,
18361,16,F,S,31,Y,31,8,0,P,372,Y,Y,N,Y,0,131,0,Y,N,0,N,N,350,0,0,N,0,
18362,19,F,S,20,Y,31,18,0,P,36,Y,Y,Y,Y,12,60,0,Y,N,0,N,N,394,0,0,N,0,
18363,55,F,S,25,Y,31,12,0,P,120,Y,Y,Y,Y,12,950,0,Y,N,0,N,N,430,0,0,N,0,
18364,25,F,S,19,N,50,23,0,C,240,Y,Y,N,Y,12,254,0,Y,N,0,N,N,229,0,0,N,0,
18365,20,F,S,22,Y,31,20,0,P,264,Y,Y,N,Y,36,165,0,Y,N,0,N,N,600,0,0,N,1,
18366,24,F,C,30,Y,31,20,0,P,72,Y,Y,Y,Y,72,305,0,Y,N,0,N,N,500,0,0,N,0,
18367,15,F,S,20,Y,31,18,0,A,24,Y,Y,Y,Y,12,40,0,Y,N,0,N,N,181,0,0,N,1,
18368,55,F,S,43,Y,31,18,0,P,300,Y,Y,N,Y,132,703,0,Y,N,0,N,N,350,0,0,N,0,
18369,8,F,C,36,Y,31,8,0,P,36,Y,Y,N,Y,24,950,0,Y,N,0,N,N,260,0,0,N,0,
18370,12,M,C,38,N,31,8,0,A,120,Y,Y,Y,Y,72,653,0,Y,N,0,N,N,221,0,0,N,0,
18371,55,F,S,33,Y,31,18,0,C,144,Y,Y,Y,Y,12,654,0,Y,N,0,N,N,250,0,0,N,0,
18372,3,F,S,32,N,50,20,0,P,72,Y,Y,N,Y,36,950,0,Y,N,0,N,N,700,0,0,N,1,
18373,8,M,S,41,Y,50,18,0,P,36,Y,Y,N,Y,168,522,0,Y,N,0,N,N,877,0,1,N,0,
18374,16,F,S,18,Y,31,28,0,P,216,Y,Y,N,Y,0,950,0,Y,N,0,N,N,200,0,0,N,1,
18375,16,M,S,20,Y,31,8,0,C,240,Y,Y,N,Y,12,42,0,Y,N,0,N,N,212,0,0,N,0,
18376,24,F,C,72,Y,31,8,0,P,12,Y,Y,N,Y,240,13,0,Y,N,0,N,N,1162,0,0,N,0,
18377,55,F,S,46,Y,31,8,0,A,24,Y,Y,N,Y,72,205,0,N,N,0,N,N,330,0,0,N,0,
18378,17,M,O,42,Y,31,25,0,P,264,Y,Y,Y,Y,72,139,0,Y,N,0,N,N,494,0,0,N,0,
18379,12,F,C,28,Y,31,20,0,P,48,Y,Y,Y,Y,24,717,0,Y,N,0,N,N,700,0,1,N,0,
18380,10,M,S,21,N,31,12,0,P,24,Y,Y,Y,Y,12,521,0,Y,N,0,N,N,788,0,0,N,1,
18381,19,F,S,21,Y,31,28,0,P,240,Y,Y,N,Y,0,999,0,Y,N,0,N,N,500,0,0,N,0,
18382,23,F,C,44,Y,31,25,0,P,60,Y,Y,N,Y,0,65,0,Y,N,0,N,N,500,0,0,N,0,
18383,5,F,S,18,Y,23,28,0,P,24,Y,Y,Y,Y,0,205,0,Y,N,0,N,N,200,0,0,N,0,
18384,15,F,S,23,Y,31,12,0,P,24,Y,Y,Y,Y,0,999,0,Y,N,0,N,N,626,0,2,N,0,
18385,17,F,S,19,Y,31,12,0,P,36,Y,Y,N,Y,12,999,0,Y,N,0,N,N,300,0,0,N,0,
18386,66,M,S,18,Y,31,28,0,C,144,Y,Y,Y,Y,24,722,0,Y,N,0,N,N,930,0,2,N,0,
18387,1,F,S,20,Y,50,12,0,P,12,Y,Y,Y,Y,24,24,0,Y,N,0,N,N,190,0,0,N,0,
18388,3,F,V,53,Y,31,8,0,P,324,Y,Y,N,Y,12,703,0,Y,N,0,N,N,293,0,0,N,0,
18389,3,F,S,23,Y,31,28,0,P,132,Y,Y,Y,Y,0,654,0,Y,N,0,N,N,287,0,0,N,0,
18390,18,M,S,19,Y,23,18,0,C,228,Y,Y,Y,Y,12,40,0,N,N,0,N,N,330,0,0,N,0,
18391,16,F,C,37,Y,31,12,0,P,180,Y,Y,N,Y,0,950,0,Y,N,0,N,N,300,0,0,N,0,
18392,16,F,C,53,Y,31,20,0,P,240,Y,Y,N,Y,12,703,0,Y,N,0,N,N,200,0,0,N,0,
18393,5,F,S,18,Y,23,25,0,P,12,Y,Y,N,Y,12,950,0,Y,N,0,N,N,350,0,0,N,0,
18394,22,F,S,34,Y,31,18,0,P,120,Y,Y,Y,Y,60,123,0,Y,N,0,N,N,306,0,0,N,0,
18395,11,F,C,46,Y,31,8,0,P,180,Y,Y,N,Y,0,720,4352,Y,N,0,N,N,4352,0,0,N,0,
18396,25,M,C,40,Y,50,28,0,P,300,Y,Y,N,Y,120,653,0,Y,N,0,N,N,750,0,0,N,0,
18397,16,F,S,35,Y,31,18,0,P,420,Y,Y,N,Y,12,713,0,Y,N,0,N,N,2600,0,0,N,0,
18398,23,M,C,57,Y,31,8,0,P,72,Y,Y,N,Y,72,13,0,Y,N,0,N,N,1735,0,2,N,0,
18399,11,M,S,23,Y,31,18,0,P,108,Y,Y,N,Y,0,999,0,Y,N,0,N,N,600,0,0,N,1,
18400,25,F,S,25,Y,31,25,0,P,300,Y,Y,N,Y,36,950,0,Y,N,0,N,N,300,0,0,N,0,
18401,23,F,O,38,Y,31,25,0,P,84,Y,Y,Y,Y,180,999,0,Y,N,0,N,N,929,0,0,N,0,
18402,22,M,C,39,N,50,12,0,P,48,Y,Y,N,Y,12,865,0,Y,N,0,N,N,578,0,1,N,0,
18403,1,F,C,21,N,50,18,0,P,252,Y,Y,Y,Y,36,40,0,Y,N,0,N,N,520,0,0,N,1,
18404,25,F,S,47,Y,50,8,0,P,204,Y,Y,N,Y,288,150,0,Y,N,0,N,N,1400,0,0,N,0,
18405,19,M,S,20,Y,31,23,0,P,120,Y,Y,N,Y,0,999,0,Y,N,0,N,N,700,0,0,N,1,
18406,23,F,C,35,Y,31,3,0,P,180,Y,Y,Y,Y,192,853,0,N,N,0,N,N,1500,0,0,N,0,
18407,10,F,C,47,Y,50,12,0,P,252,Y,Y,N,Y,0,725,0,Y,N,0,N,N,289,0,0,N,0,
18408,20,F,C,37,Y,31,8,0,O,24,Y,Y,N,N,24,732,0,Y,N,0,N,N,600,0,0,N,0,
18409,24,F,S,33,Y,31,18,0,P,300,Y,Y,N,Y,120,950,0,Y,N,0,N,N,800,0,0,N,0,
18410,55,M,O,28,Y,50,18,0,O,120,Y,Y,Y,Y,120,521,0,Y,N,0,N,N,450,0,0,N,0,
18411,18,F,S,20,Y,23,25,0,C,240,Y,Y,N,Y,12,219,0,Y,N,0,N,N,700,0,1,N,0,
18412,11,F,D,62,Y,31,25,0,P,72,Y,Y,N,Y,180,13,0,Y,N,0,N,N,847,0,1,N,0,
18413,19,M,S,30,Y,31,25,0,P,360,Y,Y,Y,Y,12,254,0,Y,N,0,N,N,246,0,0,N,1,
18414,55,F,C,50,Y,31,20,0,A,0,Y,Y,N,Y,48,131,0,Y,N,0,N,N,400,0,0,N,0,
18415,7,F,S,22,Y,5,18,0,P,12,Y,Y,Y,Y,36,999,0,Y,N,0,N,N,800,0,0,N,1,
18416,25,F,S,41,Y,31,25,0,A,12,Y,Y,N,Y,108,205,0,Y,N,0,N,N,500,0,0,N,0,
18417,24,M,S,25,Y,31,20,0,C,24,Y,Y,N,Y,84,999,0,Y,N,0,N,N,600,0,0,N,1,
18418,1,F,S,29,Y,31,20,0,A,336,Y,Y,Y,Y,12,205,0,Y,N,0,N,N,181,0,0,N,0,
18419,17,F,S,18,N,50,8,0,O,144,Y,Y,Y,Y,12,950,0,Y,N,0,N,N,350,0,0,N,0,
18420,11,F,D,37,Y,31,12,0,P,120,Y,Y,N,Y,12,703,0,Y,N,0,N,N,728,0,1,N,0,
18421,15,M,S,21,Y,31,8,0,P,12,Y,Y,N,Y,12,653,0,Y,N,0,N,N,175,0,0,N,0,
18422,15,F,C,42,Y,31,18,0,P,72,Y,Y,N,Y,0,999,0,Y,N,0,N,N,0,0,0,N,0,
18423,25,F,S,28,Y,50,8,0,P,60,Y,Y,N,Y,24,950,0,Y,N,0,N,N,400,0,0,N,0,
18424,25,F,S,24,Y,31,20,0,P,48,Y,Y,Y,Y,36,40,0,Y,N,0,N,N,220,0,0,N,0,
18425,22,M,S,18,Y,31,18,0,C,216,Y,Y,N,Y,0,113,0,Y,N,0,N,N,380,0,0,N,0,
18426,23,M,C,47,Y,31,18,0,P,144,Y,Y,Y,Y,276,305,0,Y,N,0,N,N,2470,0,0,N,0,
18427,15,F,C,40,Y,31,8,0,P,120,Y,Y,Y,Y,204,210,0,Y,N,0,N,N,2711,0,0,N,0,
18428,24,F,S,38,Y,31,18,0,A,24,Y,Y,Y,Y,36,711,0,Y,N,0,N,N,1501,0,0,N,0,
18429,16,M,C,31,N,31,12,0,P,24,Y,Y,Y,Y,12,801,0,Y,N,0,N,N,240,0,0,N,1,
18430,19,F,S,20,Y,31,18,0,P,216,Y,Y,Y,Y,12,654,0,Y,N,0,N,N,186,0,0,N,0,
18431,12,M,D,53,Y,50,8,0,P,96,Y,Y,N,Y,12,707,0,Y,N,0,N,N,467,0,1,N,1,
18432,4,F,C,28,Y,31,28,0,P,72,Y,Y,N,Y,36,12,0,Y,N,0,N,N,2000,0,0,N,0,
18433,17,F,S,33,Y,31,12,0,A,36,Y,Y,N,Y,12,999,0,Y,N,0,N,N,255,0,0,N,0,
18434,25,M,C,48,Y,50,1,0,P,180,Y,Y,Y,Y,84,1,0,Y,N,0,N,N,1098,0,1,N,0,
18435,10,M,S,45,N,31,18,0,P,240,Y,Y,N,Y,0,703,0,Y,N,0,N,N,431,0,0,N,0,
18436,55,F,S,30,Y,50,12,0,P,48,Y,Y,Y,Y,12,26,0,Y,N,0,N,N,600,0,0,N,0,
18437,24,M,S,19,N,31,25,0,A,12,Y,Y,Y,Y,12,510,0,Y,N,0,N,N,300,0,0,N,0,
18438,24,F,S,62,Y,31,18,0,P,180,Y,Y,N,Y,12,72,0,Y,N,0,N,N,866,0,0,N,1,
18439,19,F,S,28,Y,31,12,0,P,24,Y,Y,N,Y,0,999,0,Y,N,0,N,N,500,0,0,N,0,
18440,3,F,S,56,N,50,18,0,P,12,Y,Y,N,Y,36,703,0,Y,N,0,N,N,310,0,0,N,0,
18441,22,F,S,21,Y,50,12,0,P,264,Y,Y,N,Y,12,30,0,Y,N,0,N,N,387,0,0,N,0,
18442,3,M,S,25,Y,31,8,0,P,24,Y,Y,Y,Y,0,26,0,Y,N,0,N,N,146,0,0,N,1,
18443,8,M,S,22,Y,31,28,0,A,12,Y,Y,N,Y,36,153,0,Y,N,0,N,N,500,0,0,N,0,
18444,20,F,V,38,N,50,12,0,P,240,Y,Y,N,Y,12,703,0,Y,N,0,N,N,250,0,0,N,0,
18445,25,F,C,33,Y,50,12,0,P,156,Y,Y,N,Y,120,26,0,Y,N,0,N,N,201,0,0,N,0,
18446,15,F,S,44,Y,31,23,0,P,240,Y,Y,N,Y,0,999,0,Y,N,0,N,N,0,0,0,N,0,
18447,3,F,S,41,N,50,18,0,A,0,Y,Y,Y,Y,0,950,0,N,N,0,N,N,350,0,0,N,0,
18448,55,F,S,31,Y,31,20,0,P,336,Y,Y,Y,Y,12,853,0,Y,N,0,N,N,900,0,0,N,0,
18449,2,F,S,23,Y,31,8,0,P,276,Y,Y,Y,Y,60,38,0,Y,N,0,N,N,658,0,0,N,0,
18450,25,F,C,18,Y,31,20,0,P,24,Y,Y,N,Y,12,950,0,Y,N,0,N,N,360,0,0,N,0,
18451,24,F,V,66,Y,31,18,0,P,360,Y,Y,N,Y,12,13,0,Y,N,0,N,N,860,0,1,N,0,
18452,20,F,S,20,Y,31,20,0,A,108,Y,Y,Y,Y,12,213,0,Y,N,0,N,N,450,0,0,N,0,
18453,25,F,S,22,Y,31,20,0,O,12,Y,Y,N,Y,12,999,0,Y,N,0,N,N,500,0,0,N,0,
18454,24,M,C,36,Y,50,23,0,P,108,Y,Y,N,Y,48,999,0,Y,N,0,N,N,1500,0,0,N,0,
18455,20,F,S,35,Y,31,18,0,P,288,Y,Y,N,Y,12,712,0,Y,N,0,N,N,561,0,0,N,0,
18456,25,F,S,22,Y,31,12,0,P,24,Y,Y,N,Y,0,131,0,Y,N,0,N,N,500,0,0,N,1,
18457,22,M,S,44,N,50,20,0,P,252,Y,Y,Y,Y,120,706,0,Y,N,0,N,N,591,0,0,N,0,
18458,24,M,C,42,N,50,12,0,P,216,Y,Y,Y,Y,12,39,0,Y,N,0,N,N,305,0,0,N,0,
18459,17,M,S,39,Y,31,25,0,P,36,Y,Y,Y,Y,36,519,0,Y,N,0,N,N,1646,0,1,N,0,
18460,20,F,O,20,Y,31,20,0,A,12,Y,Y,N,Y,12,39,0,Y,N,0,N,N,216,0,0,N,0,
18461,3,F,S,36,N,50,18,0,P,240,Y,Y,Y,Y,84,654,0,Y,N,0,N,N,200,0,0,N,0,
18462,12,M,S,22,N,50,12,0,P,240,Y,Y,Y,Y,96,721,0,Y,N,0,N,N,294,0,0,N,1,
18463,12,F,S,18,Y,31,25,0,C,48,Y,Y,Y,Y,0,39,0,N,N,0,N,N,244,0,0,N,0,
18464,21,F,C,37,Y,31,12,0,A,36,Y,Y,Y,Y,108,711,0,Y,N,0,N,N,3025,0,0,N,1,
18465,25,F,C,71,Y,31,12,0,P,288,Y,Y,N,Y,0,720,600,Y,N,0,N,N,0,0,0,N,0,
18466,25,F,C,33,Y,31,18,0,P,396,Y,Y,N,Y,12,26,0,Y,N,0,N,N,381,0,0,N,0,
18467,5,M,S,37,N,50,20,0,C,120,Y,Y,N,Y,0,100,0,Y,N,0,N,N,600,0,0,N,0,
18468,25,F,S,34,Y,31,18,0,P,24,Y,Y,Y,Y,24,65,0,Y,N,0,N,N,189,0,0,N,0,
18469,25,F,C,52,Y,31,12,0,P,12,Y,Y,N,Y,72,205,0,Y,N,0,N,N,540,0,0,N,0,
18470,7,M,S,19,Y,5,1,0,C,24,Y,Y,Y,Y,12,520,0,Y,N,0,N,N,433,0,0,N,0,
18471,55,F,S,35,Y,31,18,0,P,96,Y,Y,N,Y,0,703,0,Y,N,0,N,N,403,0,0,N,1,
18472,22,F,C,36,N,50,12,0,P,396,Y,Y,N,Y,0,26,0,Y,N,0,N,N,202,0,0,N,1,
18473,22,M,S,19,N,31,20,0,P,12,Y,Y,Y,Y,12,950,0,Y,N,0,N,N,700,0,0,N,0,
18474,23,F,D,54,Y,31,18,0,P,144,Y,Y,N,Y,0,65,0,Y,N,0,N,N,250,0,0,N,0,
18475,23,F,S,18,Y,31,20,0,C,276,Y,Y,Y,Y,0,218,0,Y,N,0,N,N,570,0,0,N,0,
18476,15,F,S,40,N,31,1,0,A,144,Y,Y,N,Y,12,725,0,Y,N,0,N,N,400,0,0,N,0,
18477,3,M,C,59,Y,31,12,0,P,480,Y,Y,N,Y,84,13,565,Y,N,0,N,N,761,0,0,N,0,
18478,22,F,S,19,Y,31,20,0,P,0,Y,Y,N,Y,24,712,0,Y,N,0,N,N,500,0,0,N,1,
18479,2,F,V,64,Y,31,8,0,P,180,Y,Y,N,Y,96,725,0,Y,N,0,N,N,790,0,0,N,0,
18480,24,F,C,29,N,50,25,0,P,300,Y,Y,N,Y,12,131,0,Y,N,0,N,N,228,0,0,N,0,
18481,22,M,S,20,N,50,20,0,P,216,Y,Y,N,Y,0,30,0,Y,N,0,N,N,255,0,0,N,0,
18482,1,F,S,20,N,50,6,0,P,120,Y,Y,Y,Y,12,801,0,Y,N,0,N,N,210,0,0,N,0,
18483,20,F,S,33,Y,31,12,0,P,96,Y,Y,N,Y,12,18,0,Y,N,0,N,N,1703,0,1,N,0,
18484,10,F,S,38,Y,31,23,0,P,456,Y,Y,N,Y,0,704,0,Y,N,0,N,N,497,0,0,N,0,
18485,1,F,C,32,Y,31,23,0,P,48,Y,Y,N,Y,36,501,0,Y,N,0,N,N,600,0,0,N,0,
18486,25,F,C,35,Y,31,12,0,A,120,Y,Y,Y,Y,36,165,0,Y,N,0,N,N,450,0,0,N,0,
18487,5,M,C,46,Y,23,12,0,P,120,Y,Y,Y,Y,0,305,0,Y,N,0,N,N,1200,0,0,N,0,
18488,25,M,D,43,Y,31,12,0,P,24,Y,Y,N,Y,48,999,0,Y,N,0,N,N,600,0,0,N,0,
18489,24,F,S,26,Y,31,1,0,A,12,Y,Y,N,Y,120,651,0,Y,N,0,N,N,1719,0,2,N,0,
18490,9,M,C,39,Y,5,12,0,P,288,Y,Y,N,Y,36,129,0,Y,N,0,N,N,456,0,0,N,0,
18491,55,F,C,40,Y,31,12,0,P,96,Y,Y,N,Y,60,950,0,Y,N,0,N,N,300,0,0,N,0,
18492,25,F,C,40,Y,31,25,0,P,420,Y,Y,Y,Y,24,853,0,Y,N,0,N,N,1250,0,0,N,0,
18493,24,F,V,78,Y,31,8,0,P,240,Y,Y,N,Y,84,704,0,Y,N,0,N,N,5537,0,0,N,0,
18494,25,F,S,20,Y,31,3,0,P,84,Y,Y,Y,Y,0,918,0,Y,N,0,N,N,524,0,0,N,0,
18495,7,M,S,40,N,5,20,0,A,12,Y,Y,Y,Y,48,26,0,Y,N,0,N,N,180,0,0,N,0,
18496,25,F,C,41,Y,31,8,0,P,120,Y,Y,N,Y,0,704,0,Y,N,0,N,N,2700,0,0,N,0,
18497,12,F,C,49,Y,31,12,0,P,480,Y,Y,N,Y,0,131,0,Y,N,0,N,N,400,0,0,N,0,
18498,55,F,S,29,N,31,12,0,O,48,Y,Y,Y,Y,12,205,0,Y,N,0,N,N,360,0,0,N,0,
18499,23,F,S,32,Y,31,18,0,P,96,Y,Y,N,Y,84,950,0,Y,N,0,N,N,550,0,0,N,0,
18500,3,M,S,20,N,50,12,0,C,144,Y,Y,N,Y,60,58,0,Y,N,0,N,N,420,0,0,N,1,
18501,24,F,C,43,Y,31,12,0,P,240,Y,Y,Y,Y,288,713,0,Y,N,0,N,N,1346,0,1,N,0,
18502,15,M,S,60,Y,31,8,0,P,120,Y,N,N,Y,12,13,0,Y,N,0,N,N,777,0,1,N,0,
18503,22,F,O,20,Y,50,28,0,P,72,Y,N,Y,Y,24,131,0,Y,N,0,N,N,300,0,0,N,1,
18504,24,F,S,23,Y,31,18,0,O,24,Y,Y,Y,Y,24,38,0,Y,N,0,N,N,497,0,0,N,0,
18505,11,F,S,42,Y,31,25,0,P,24,Y,Y,N,Y,0,165,0,Y,N,0,N,N,760,0,0,N,0,
18506,22,M,C,43,Y,31,28,0,P,120,Y,Y,Y,Y,84,522,0,Y,N,0,N,N,757,0,1,N,0,
18507,21,F,O,35,Y,31,8,0,A,96,Y,Y,Y,Y,12,999,0,Y,N,0,N,N,451,0,0,N,0,
18508,11,F,C,31,N,31,18,0,P,144,Y,Y,Y,Y,72,732,0,Y,N,0,N,N,226,0,0,N,1,
18509,15,M,C,23,N,50,8,0,A,12,Y,Y,Y,Y,48,514,0,Y,N,0,N,N,1065,0,0,N,1,
18510,12,F,C,22,Y,31,12,0,P,84,Y,Y,N,Y,0,725,0,Y,N,0,N,N,1180,0,1,N,1,
18511,12,M,S,21,N,31,12,0,C,120,Y,Y,N,Y,0,706,0,Y,N,0,N,N,500,0,0,N,1,
18512,22,F,S,23,N,50,25,0,A,48,Y,Y,N,Y,12,205,0,Y,N,0,N,N,220,0,0,N,1,
18513,19,F,S,26,Y,31,12,0,C,108,Y,Y,Y,Y,12,712,0,Y,N,0,N,N,345,0,0,N,0,
18514,10,M,S,34,Y,31,12,0,P,384,Y,Y,N,Y,0,950,0,Y,N,0,N,N,200,0,0,N,0,
18515,25,F,S,44,Y,50,8,0,P,0,Y,Y,N,Y,360,703,0,Y,N,0,N,N,1568,0,0,N,0,
18516,3,F,C,43,Y,31,25,0,P,264,Y,Y,N,Y,0,205,400,Y,N,0,N,N,180,0,0,N,0,
18517,1,M,S,22,Y,31,8,0,P,252,Y,Y,N,N,12,806,0,Y,N,0,N,N,224,0,0,N,0,
18518,17,F,C,36,N,50,18,0,P,12,Y,Y,N,Y,12,999,0,Y,N,0,N,N,200,0,0,N,1,
18519,17,F,V,38,Y,31,20,0,P,456,Y,Y,N,Y,12,703,0,Y,N,0,N,N,185,0,0,N,1,
18520,20,F,C,34,Y,31,18,0,P,12,Y,Y,N,Y,0,999,4000,Y,N,0,N,N,0,0,0,N,0,
18521,16,F,V,67,Y,31,18,0,P,408,Y,Y,N,Y,0,703,0,Y,N,0,N,N,837,0,2,N,0,
18522,24,M,C,49,Y,50,12,0,P,192,Y,Y,N,Y,60,13,0,Y,N,0,N,N,580,0,0,N,0,
18523,22,F,V,55,N,31,8,0,P,24,Y,Y,N,Y,12,72,0,Y,N,0,N,N,600,0,0,N,0,
18524,20,F,O,41,Y,31,18,0,P,216,Y,Y,Y,Y,12,992,0,Y,N,0,N,N,581,0,1,N,1,
18525,12,M,C,29,Y,31,12,0,P,72,Y,Y,N,Y,0,703,0,Y,N,0,N,N,897,0,0,N,0,
18526,55,M,C,42,Y,31,8,0,P,156,Y,Y,N,Y,228,921,0,Y,N,0,N,N,1500,0,1,N,0,
18527,24,M,S,19,Y,50,18,0,C,144,Y,Y,N,Y,12,40,0,Y,N,0,N,N,223,0,0,N,0,
18528,66,M,S,18,Y,31,20,0,P,24,Y,Y,Y,Y,24,999,0,Y,N,0,N,N,473,0,0,N,0,
18529,23,F,S,20,Y,31,8,0,C,180,Y,Y,N,Y,12,950,0,Y,N,0,N,N,500,0,0,N,0,
18530,24,F,S,46,N,31,12,0,P,360,Y,Y,Y,Y,24,165,0,Y,N,0,N,N,360,0,0,N,0,
18531,16,F,S,19,Y,31,25,0,P,84,Y,Y,Y,Y,12,131,0,Y,N,0,N,N,250,0,0,N,0,
18532,22,F,C,45,Y,31,25,0,P,276,Y,Y,N,Y,120,131,0,Y,N,0,N,N,1200,0,0,N,0,
18533,66,M,C,34,Y,31,12,0,P,36,Y,Y,Y,Y,144,1,0,Y,N,0,N,N,2500,0,1,N,0,
18534,24,F,S,22,N,31,25,0,P,264,Y,Y,N,Y,72,999,0,Y,N,0,N,N,356,0,0,N,0,
18535,55,M,S,30,Y,31,28,0,P,360,Y,Y,Y,Y,24,26,0,Y,N,0,N,N,318,0,0,N,0,
18536,22,M,S,19,N,31,28,0,P,24,Y,Y,N,Y,12,855,0,Y,N,0,N,N,312,0,0,N,0,
18537,24,F,C,43,Y,31,18,0,P,72,Y,Y,N,Y,36,950,0,Y,N,0,N,N,600,0,0,N,0,
18538,24,F,S,25,N,50,18,0,C,300,Y,Y,Y,Y,60,712,0,Y,N,0,N,N,345,0,0,N,0,
18539,10,F,V,44,Y,50,18,0,P,216,Y,Y,N,Y,48,999,0,Y,N,0,N,N,800,0,0,N,0,
18540,25,F,S,23,Y,31,25,0,C,192,Y,Y,Y,Y,0,992,0,Y,N,0,N,N,540,0,0,N,0,
18541,24,M,S,22,N,50,28,0,O,48,Y,Y,N,Y,48,999,0,Y,N,0,N,N,1200,0,0,N,1,
18542,25,F,S,26,Y,31,8,0,C,312,Y,Y,Y,Y,0,24,0,Y,N,0,N,N,268,0,0,N,0,
18543,1,F,S,20,Y,31,8,0,C,240,Y,Y,Y,Y,12,950,0,Y,N,0,N,N,260,0,0,N,1,
18544,9,M,S,29,N,5,12,0,P,156,Y,Y,N,Y,48,301,0,Y,N,0,N,N,280,0,0,N,0,
18545,17,F,C,29,Y,31,12,0,P,48,Y,Y,Y,Y,48,999,0,Y,N,0,N,N,300,0,0,N,0,
18546,11,M,S,21,Y,31,18,0,O,48,Y,Y,Y,Y,48,999,0,Y,N,0,N,N,226,0,0,N,0,
18547,24,F,S,35,Y,31,12,0,A,12,Y,Y,Y,Y,36,654,0,Y,N,0,N,N,530,0,0,N,0,
18548,25,F,C,47,Y,31,12,0,P,276,Y,Y,Y,Y,72,38,0,Y,N,0,N,N,1530,0,2,N,0,
18549,12,F,D,47,Y,31,12,0,P,192,Y,Y,N,Y,0,703,0,Y,N,0,N,N,180,0,0,N,0,
18550,55,F,S,19,Y,31,12,0,P,228,Y,Y,Y,Y,12,950,0,Y,N,0,N,N,300,0,0,N,0,
18551,11,F,S,18,N,31,8,0,C,0,Y,Y,N,Y,12,703,0,Y,N,0,N,N,200,0,0,N,1,
18552,23,F,S,20,Y,31,8,0,P,240,Y,Y,Y,Y,36,4,0,Y,N,0,N,N,539,0,0,N,0,
18553,19,M,S,20,N,50,12,0,C,120,Y,Y,N,Y,0,999,0,Y,N,0,N,N,500,0,0,N,1,
18554,14,M,S,20,Y,31,18,3,C,240,Y,Y,Y,Y,24,999,0,Y,N,0,N,N,262,0,0,N,0,
18555,55,F,S,19,Y,31,8,0,C,216,Y,Y,Y,Y,0,653,0,Y,N,0,N,N,266,0,0,N,0,
18556,22,M,C,38,Y,50,12,0,P,360,Y,Y,N,Y,144,706,0,Y,N,0,N,N,1090,0,2,N,0,
18557,20,F,C,34,Y,31,18,0,A,84,Y,Y,Y,Y,120,863,0,Y,N,0,N,N,605,0,1,N,0,
18558,5,F,C,71,Y,5,20,0,P,24,Y,Y,N,Y,0,13,0,Y,N,0,N,N,180,0,0,N,0,
18559,15,F,V,55,Y,31,18,0,P,672,Y,Y,Y,Y,348,999,0,Y,N,0,N,N,1506,0,0,N,0,
18560,96,F,V,51,Y,50,28,0,P,300,Y,Y,N,Y,0,703,0,Y,N,0,N,N,180,0,0,N,0,
18561,21,F,S,49,Y,31,18,0,A,120,Y,Y,Y,Y,36,654,0,Y,N,0,N,N,360,0,0,N,0,
18562,12,F,C,58,Y,31,25,0,P,12,Y,Y,N,Y,0,131,0,Y,N,0,N,N,480,0,0,N,1,
18563,3,M,C,34,Y,31,12,0,P,360,Y,Y,Y,Y,0,522,300,Y,N,0,N,N,802.23,0,0,N,1,
18564,25,F,S,44,N,50,25,0,P,216,Y,Y,N,Y,48,165,0,Y,N,0,N,N,700,0,0,N,1,
18565,55,F,S,30,Y,31,8,0,P,48,Y,Y,Y,Y,96,38,0,Y,N,0,N,N,700,0,0,N,0,
18566,25,F,O,28,Y,31,12,0,P,240,Y,Y,Y,Y,240,261,0,Y,N,0,N,N,1000,0,0,N,0,
18567,6,F,C,43,Y,24,12,0,P,504,Y,Y,Y,Y,84,855,350,Y,N,0,N,N,185,0,0,N,0,
18568,24,F,S,21,Y,31,1,0,P,48,Y,Y,Y,Y,12,302,0,Y,N,0,N,N,558,0,0,N,1,
18569,23,M,S,39,Y,31,18,0,P,144,Y,Y,N,Y,12,521,0,Y,N,0,N,N,700,0,0,N,0,
18570,22,M,O,65,N,50,12,0,P,120,Y,Y,Y,Y,408,312,0,Y,N,0,N,N,1183,0,1,N,1,
18571,19,M,C,35,Y,31,18,0,P,72,Y,Y,Y,Y,48,999,0,Y,N,0,N,N,400,0,2,N,0,
