Palabra Original,Palabra Más Similar,Distancia de Levenshtein,proportion Palabra Original,proportion Palabra Más Similar
figure skating,figure skaters,3,9.523764172551558e-06,4.761882086275779e-06
towing,rowing,1,4.761882086275779e-06,4.761882086275779e-06
rolfing,rowing,2,4.761882086275779e-06,4.761882086275779e-06
single mothers,single mothres,2,9.523764172551558e-06,4.761882086275779e-06
foundlings,founding,2,4.761882086275779e-06,4.761882086275779e-06
california southern,california northern,2,4.761882086275779e-06,1.9047528345103117e-05
queens,quran,3,3.3333174603930456e-05,2.857129251765468e-05
bhutan,quran,3,9.523764172551558e-06,2.857129251765468e-05
sudan,quran,2,9.523764172551558e-06,2.857129251765468e-05
theaters,theater,1,1.9047528345103117e-05,5.714258503530936e-05
narrow gage railroads,narrow gauge railroads,1,4.761882086275779e-06,1.428564625882734e-05
mongolia,mongols,2,4.761882086275779e-06,1.9047528345103117e-05
israel arab war 1967,israel arab war 1973,2,3.3333174603930456e-05,4.761882086275779e-06
equality,equity,2,4.761882086275779e-06,4.761882086275779e-06
jesuits,equity,3,4.761882086275779e-06,4.761882086275779e-06
fishing rods,fishing nets,3,4.761882086275779e-06,4.761882086275779e-06
fishing reels,fishing nets,3,4.761882086275779e-06,4.761882086275779e-06
dystopias,utopias,3,1.9047528345103117e-05,2.3809410431378898e-05
cooking english,cookery english,3,4.761882086275779e-06,9.523764172551558e-06
haggadot,haggadah,2,1.9047528345103117e-05,3.3333174603930456e-05
aggada,haggadah,2,1.9047528345103117e-05,3.3333174603930456e-05
cree indians,creek indians,1,4.761882086275779e-06,4.761882086275779e-06
puppets,peppers,2,9.523764172551558e-06,4.761882086275779e-06
africa southern,africa south,3,3.3333174603930456e-05,4.761882086275779e-06
africa north,africa south,2,3.8095056690206234e-05,4.761882086275779e-06
pharmacy,papacy,3,1.9047528345103117e-05,3.3333174603930456e-05
water,weather,2,4.285693877648202e-05,2.857129251765468e-05
leather,weather,1,4.761882086275779e-06,2.857129251765468e-05
advaita,avesta,3,1.9047528345103117e-05,4.761882086275779e-06
mental health,mental healing,3,1.9047528345103117e-05,4.7618820862757796e-05
1800 1899,1805 1892,2,4.761882086275779e-06,4.761882086275779e-06
geochemistry,biochemistry,2,4.761882086275779e-06,2.857129251765468e-05
individuality,individualism,2,1.428564625882734e-05,4.761882086275779e-06
deportation,reformation,3,4.761882086275779e-06,3.3333174603930456e-05
aran islands ireland,aran island ireland,1,9.523764172551558e-06,4.761882086275779e-06
cameras,cameos,2,1.9047528345103117e-05,9.523764172551558e-06
camels,cameos,1,9.523764172551558e-06,9.523764172551558e-06
suffolk england,norfolk england,3,4.761882086275779e-06,9.523764172551558e-06
faith,hadith,2,4.7618820862757796e-05,2.3809410431378898e-05
hashish,hadith,3,4.761882086275779e-06,2.3809410431378898e-05
incorporation,corporations,3,4.761882086275779e-06,7.619011338041247e-05
coronations,corporations,2,4.761882086275779e-06,7.619011338041247e-05
norfolk england,suffolk england,3,9.523764172551558e-06,4.761882086275779e-06
plastic coating,plastics cutting,3,4.761882086275779e-06,4.761882086275779e-06
electric wiring,electric welding,3,9.523764172551558e-06,1.428564625882734e-05
swordsmen,swords,3,1.428564625882734e-05,1.428564625882734e-05
zither,tithes,2,9.523764172551558e-06,9.523764172551558e-06
witches,tithes,2,9.523764172551558e-06,9.523764172551558e-06
rome city,rome italy,3,4.761882086275779e-06,1.9047528345103117e-05
nemi italy,rome italy,3,4.761882086275779e-06,1.9047528345103117e-05
caving,caring,1,4.761882086275779e-06,4.761882086275779e-06
hungary,burglary,3,1.428564625882734e-05,1.428564625882734e-05
burglars,burglary,1,9.523764172551558e-06,1.428564625882734e-05
liver,love,2,9.523764172551558e-06,0.0001428564625882734
clover,love,2,4.761882086275779e-06,0.0001428564625882734
hasidim,hasidism,1,1.9047528345103117e-05,1.428564625882734e-05
pacifism,hasidism,3,9.523764172551558e-06,1.428564625882734e-05
elevators,educators,3,4.761882086275779e-06,9.523764172551558e-06
dictators,educators,3,2.3809410431378898e-05,9.523764172551558e-06
indic poetry,epic poetry,3,9.523764172551558e-06,1.428564625882734e-05
erotic poetry,epic poetry,3,4.761882086275779e-06,1.428564625882734e-05
deconstruction,reconstruction,1,9.523764172551558e-06,9.523764172551558e-06
allergy,clergy,2,9.523764172551558e-06,6.190446712158514e-05
satire,nature,2,1.428564625882734e-05,0.005357117347060252
futures,nature,3,9.523764172551558e-06,0.005357117347060252
astronomers,astrologers,2,1.428564625882734e-05,4.761882086275779e-06
egoism,taoism,2,4.761882086275779e-06,4.761882086275779e-06
death in art,cats in art,3,9.523764172551558e-06,4.761882086275779e-06
jazz in art,cats in art,3,4.761882086275779e-06,4.761882086275779e-06
dogs in art,cats in art,3,4.761882086275779e-06,4.761882086275779e-06
cars in art,cats in art,1,4.761882086275779e-06,4.761882086275779e-06
insurance life,insurance law,3,9.523764172551558e-06,1.428564625882734e-05
croatia,romania,3,1.428564625882734e-05,4.761882086275779e-06
somalia,romania,2,4.761882086275779e-06,4.761882086275779e-06
philosophy modern,philosophers modern,3,2.857129251765468e-05,1.428564625882734e-05
algorithms,logarithms,3,4.761882086275779e-06,9.523764172551558e-06
suffering,surveying,3,1.9047528345103117e-05,1.9047528345103117e-05
genetics,genomics,2,1.9047528345103117e-05,4.761882086275779e-06
dynamics,genomics,3,1.428564625882734e-05,4.761882086275779e-06
tales african,names african,2,4.761882086275779e-06,4.761882086275779e-06
hanbalites,hanafites,2,4.761882086275779e-06,9.523764172551558e-06
cat owners,landowners,3,9.523764172551558e-06,4.761882086275779e-06
automobile drivers,automobile trailers,3,1.428564625882734e-05,9.523764172551558e-06
industrialization,deindustrialization,2,4.761882086275779e-06,4.761882086275779e-06
gothic novels,graphic novels,3,1.428564625882734e-05,0.00565235403640935
short stories american,ghost stories american,2,8.095199546668825e-05,2.857129251765468e-05
interviewing,interviews,3,9.523764172551558e-06,4.761882086275779e-06
discussion,diffusion,3,4.761882086275779e-06,4.761882086275779e-06
yana indians,twana indians,2,9.523764172551558e-06,4.761882086275779e-06
water quality,air quality,3,4.761882086275779e-06,4.761882086275779e-06
ego psychology,sex psychology,3,4.761882086275779e-06,1.428564625882734e-05
college teachers,college readers,3,2.3809410431378898e-05,0.00011904705215689449
beer industry,pet industry,3,9.523764172551558e-06,9.523764172551558e-06
cookery indic,cooking indic,3,1.428564625882734e-05,9.523764172551558e-06
alero automobile,camaro automobile,3,4.761882086275779e-06,4.761882086275779e-06
cattle trails,cattle trade,3,4.761882086275779e-06,1.9047528345103117e-05
educational counseling,educational counceling,1,4.761882086275779e-06,4.761882086275779e-06
divorce,ivory,3,6.666634920786091e-05,4.761882086275779e-06
dormitories,directories,3,9.523764172551558e-06,4.761882086275779e-06
morocco,monaco,3,2.3809410431378898e-05,4.761882086275779e-06
monarchy,monaco,3,4.761882086275779e-06,4.761882086275779e-06
autobiographies,autobiography,3,1.9047528345103117e-05,0.029209384717215632
cosmology,cosmogony,2,6.190446712158514e-05,1.9047528345103117e-05
cosmogonie,cosmogony,2,4.761882086275779e-06,1.9047528345103117e-05
reformed church,reformed churches,2,9.523764172551558e-06,4.761882086275779e-06
soups,tops,2,2.3809410431378898e-05,4.761882086275779e-06
utopias,tops,3,2.3809410431378898e-05,4.761882086275779e-06
martial arts,martial artists,3,4.285693877648202e-05,9.523764172551558e-06
bullying,building,2,4.285693877648202e-05,6.666634920786091e-05
quilting,building,2,2.3809410431378898e-05,6.666634920786091e-05
buildings,building,1,4.285693877648202e-05,6.666634920786091e-05
advertising cards,advertising laws,3,4.761882086275779e-06,4.761882086275779e-06
high school,high schools,1,4.761882086275779e-06,3.3333174603930456e-05
journalists,journalism,2,7.14282312941367e-05,8.571387755296404e-05
assassins,assaying,3,2.857129251765468e-05,4.761882086275779e-06
acadians,akkadians,2,4.761882086275779e-06,4.761882086275779e-06
cooking ukrainian,cookery ukrainian,3,4.761882086275779e-06,4.761882086275779e-06
fishes,fishers,1,7.14282312941367e-05,2.3809410431378898e-05
fisheries,fishers,2,4.761882086275779e-06,2.3809410431378898e-05
ciphers,fishers,2,2.3809410431378898e-05,2.3809410431378898e-05
pessimism,messianism,3,9.523764172551558e-06,4.761882086275779e-06
bakers,bankers,1,9.523764172551558e-06,2.857129251765468e-05
bandeiras,bankers,3,4.761882086275779e-06,2.857129251765468e-05
jeep automobile,geo automobile,3,9.523764172551558e-06,4.761882086275779e-06
american dream,american drama,2,4.761882086275779e-06,0.00019999904762358275
war poetry american,sea poetry american,3,4.761882086275779e-06,4.761882086275779e-06
diabetes,diaries,3,3.8095056690206234e-05,2.857129251765468e-05
canaries,diaries,3,4.761882086275779e-06,2.857129251765468e-05
notaries,diaries,3,9.523764172551558e-06,2.857129251765468e-05
dinghies,diaries,3,4.761882086275779e-06,2.857129251765468e-05
dwarfs,diaries,3,4.761882086275779e-06,2.857129251765468e-05
educational psychology,educational sociology,3,2.3809410431378898e-05,9.523764172551558e-06
cookery italian,cookery iranian,2,3.8095056690206234e-05,9.523764172551558e-06
arion,arson,1,4.761882086275779e-06,4.761882086275779e-06
aesop,arson,2,4.761882086275779e-06,4.761882086275779e-06
iron industry and trade,food industry and trade,3,4.761882086275779e-06,4.761882086275779e-06
dollmaking,box making,3,9.523764172551558e-06,4.761882086275779e-06
soap making,box making,3,4.761882086275779e-06,4.761882086275779e-06
body marking,box making,3,4.761882086275779e-06,4.761882086275779e-06
beaches,teachers,2,2.3809410431378898e-05,2.3809410431378898e-05
chemicals,criminals,3,4.761882086275779e-06,9.523764172551559e-05
legal stories,sea stories,3,9.523764172551558e-06,3.8095056690206234e-05
spy stories,sea stories,2,3.3333174603930456e-05,3.8095056690206234e-05
aerodynamics,thermodynamics,3,2.3809410431378898e-05,4.761882086275779e-06
birdsongs,bird dogs,3,9.523764172551558e-06,9.523764172551558e-06
sculpture,sculptors,2,1.9047528345103117e-05,2.3809410431378898e-05
dental care,dental caries,2,9.523764172551558e-06,4.761882086275779e-06
teaching,preaching,2,1.9047528345103117e-05,2.3809410431378898e-05
medals,metals,1,4.761882086275779e-06,9.523764172551558e-06
armies,armories,2,1.9047528345103117e-05,4.761882086275779e-06
feminists,feminism,2,1.9047528345103117e-05,0.00010476140589806715
ecofeminism,feminism,3,4.761882086275779e-06,0.00010476140589806715
naturalism,naturalists,2,4.761882086275779e-06,4.761882086275779e-06
charms,charts,1,3.3333174603930456e-05,4.761882086275779e-06
charters,charts,2,4.761882086275779e-06,4.761882086275779e-06
reformed churches,reformed church,2,4.761882086275779e-06,9.523764172551558e-06
fly fishing,fly casting,3,5.238070294903357e-05,4.761882086275779e-06
forecasting,fly casting,3,1.428564625882734e-05,4.761882086275779e-06
prostitutes,prostitution,3,4.761882086275779e-06,9.523764172551558e-06
coinage,courage,2,1.428564625882734e-05,3.3333174603930456e-05
morale,courage,3,4.761882086275779e-06,3.3333174603930456e-05
cordage,courage,2,4.761882086275779e-06,3.3333174603930456e-05
collage,courage,2,4.761882086275779e-06,3.3333174603930456e-05
decoupage,courage,3,4.761882086275779e-06,3.3333174603930456e-05
commercial art,commercial law,3,3.8095056690206234e-05,2.3809410431378898e-05
llamas,lamas,1,1.9047528345103117e-05,4.761882086275779e-06
civil war,civil law,2,1.9047528345103117e-05,1.9047528345103117e-05
cousins,housing,2,5.238070294903357e-05,2.857129251765468e-05
princes,prices,1,9.523764172551558e-06,4.761882086275779e-06
armenian language,romanian language,3,4.761882086275779e-06,4.761882086275779e-06
romani language,romanian language,2,9.523764172551558e-06,4.761882086275779e-06
croatian language,romanian language,3,4.761882086275779e-06,4.761882086275779e-06
baseball stories,basketball stories,2,3.3333174603930456e-05,9.523764172551558e-06
navigation,divination,3,3.3333174603930456e-05,9.523764172551558e-06
korea,karma,2,1.9047528345103117e-05,4.761882086275779e-06
africa south,africa north,2,4.761882086275779e-06,3.8095056690206234e-05
abused wives,abused women,3,1.9047528345103117e-05,3.8095056690206234e-05
abused men,abused women,2,4.761882086275779e-06,3.8095056690206234e-05
bingo,kings,2,9.523764172551558e-06,4.761882086275779e-06
steam engines,heat engines,3,1.428564625882734e-05,4.761882086275779e-06
expression,depression,2,4.761882086275779e-06,4.761882086275779e-06
depressions,depression,1,5.238070294903357e-05,4.761882086275779e-06
saints,prints,2,1.428564625882734e-05,9.523764172551558e-06
picts,prints,2,9.523764172551558e-06,9.523764172551558e-06
joints,prints,2,4.761882086275779e-06,9.523764172551558e-06
priests,prints,2,4.761882086275779e-06,9.523764172551558e-06
trinity,prints,3,9.523764172551558e-06,9.523764172551558e-06
mints,prints,2,4.761882086275779e-06,9.523764172551558e-06
recycling,cycling,2,4.761882086275779e-06,9.523764172551558e-06
food industry and trade,iron industry and trade,3,4.761882086275779e-06,4.761882086275779e-06
algonquin indians,algonquian indians,1,9.523764172551558e-06,1.428564625882734e-05
parasols,parables,3,4.761882086275779e-06,1.428564625882734e-05
miracles,parables,3,1.9047528345103117e-05,1.428564625882734e-05
palaces,parables,3,4.761882086275779e-06,1.428564625882734e-05
parakeets,parables,3,4.761882086275779e-06,1.428564625882734e-05
ducks,rocks,2,2.3809410431378898e-05,4.761882086275779e-06
rocky,rocks,1,4.761882086275779e-06,4.761882086275779e-06
chemists,chemistry,2,4.761882086275779e-06,0.0001428564625882734
palmistry,chemistry,3,4.761882086275779e-06,0.0001428564625882734
bullfights,bullfighters,2,1.9047528345103117e-05,1.428564625882734e-05
cooking dried foods,cooking wild foods,3,9.523764172551558e-06,1.9047528345103117e-05
cookery wild foods,cooking wild foods,3,9.523764172551558e-06,1.9047528345103117e-05
conversation,conversion,2,2.3809410431378898e-05,4.285693877648202e-05
confession,conversion,2,1.9047528345103117e-05,4.285693877648202e-05
electric apparatus and appliances,electronic apparatus and appliances,2,1.428564625882734e-05,2.3809410431378898e-05
aquacultural engineering,agricultural engineering,3,4.761882086275779e-06,4.761882086275779e-06
sugar trade,fur trade,3,4.761882086275779e-06,3.3333174603930456e-05
free trade,fur trade,3,1.9047528345103117e-05,3.3333174603930456e-05
bolivia,bulimia,2,1.9047528345103117e-05,4.761882086275779e-06
cooking indic,cookery indic,3,9.523764172551558e-06,1.428564625882734e-05
social service,postal service,3,2.3809410431378898e-05,2.3809410431378898e-05
toy industry,gas industry,3,9.523764172551558e-06,9.523764172551558e-06
italian fiction,utopian fiction,3,1.9047528345103117e-05,4.761882086275779e-06
funeral homes,funeral hymns,2,4.761882086275779e-06,4.761882086275779e-06
baby bop fictitious character,baby roo fictitious character,2,9.523764172551558e-06,4.761882086275779e-06
big books,best books,3,1.428564625882734e-05,0.0001380945805019976
gift books,best books,3,1.428564625882734e-05,0.0001380945805019976
textbooks,best books,3,9.523764172551558e-06,0.0001380945805019976
catwoman fictitious character,batman fictitious character,3,4.761882086275779e-06,3.8095056690206234e-05
sandman fictitious character,batman fictitious character,3,4.761882086275779e-06,3.8095056690206234e-05
tarzan fictitious character,batman fictitious character,3,4.761882086275779e-06,3.8095056690206234e-05
art renaissance,arts renaissance,1,1.428564625882734e-05,9.523764172551558e-06
economists,economics,2,2.3809410431378898e-05,0.026733206032352227
industrialists,industrial arts,3,1.428564625882734e-05,4.761882086275779e-06
natural law,natural gas,2,4.761882086275779e-06,1.428564625882734e-05
paradox,pardon,2,4.761882086275779e-06,4.761882086275779e-06
pool game,go game,3,4.761882086275779e-06,2.3809410431378898e-05
conscientious objection,conscientious objectors,3,4.761882086275779e-06,1.428564625882734e-05
typewriters,typewriting,3,4.761882086275779e-06,4.761882086275779e-06
rama hindu deity,kali hindu deity,3,4.761882086275779e-06,4.761882086275779e-06
carnivals,carnival,1,1.9047528345103117e-05,2.3809410431378898e-05
capital,carnival,3,3.3333174603930456e-05,2.3809410431378898e-05
survival,carnival,3,1.428564625882734e-05,2.3809410431378898e-05
afrikaners,africans,3,1.9047528345103117e-05,9.523764172551558e-06
smoking,smocking,1,4.761882086275779e-06,4.761882086275779e-06
mongols,mongolia,2,1.9047528345103117e-05,4.761882086275779e-06
fireplaces,airplanes,3,1.428564625882734e-05,0.0001857134013647554
airlines,airplanes,2,9.523764172551558e-06,0.0001857134013647554
airframes,airplanes,3,4.761882086275779e-06,0.0001857134013647554
seaplanes,airplanes,3,4.761882086275779e-06,0.0001857134013647554
glaciers,lawyers,3,4.761882086275779e-06,9.999952381179138e-05
lanterns,lawyers,3,4.761882086275779e-06,9.999952381179138e-05
letters,lawyers,3,1.428564625882734e-05,9.999952381179138e-05
lasers,lawyers,2,9.523764172551558e-06,9.999952381179138e-05
short stories austrian,short stories russian,3,9.523764172551558e-06,4.761882086275779e-06
draft horses,race horses,3,4.761882086275779e-06,9.523764172551558e-06
coach horses,race horses,3,4.761882086275779e-06,9.523764172551558e-06
robots,boots,2,3.8095056690206234e-05,1.428564625882734e-05
deism,theism,2,9.523764172551558e-06,4.761882086275779e-06
atheism,theism,1,1.428564625882734e-05,4.761882086275779e-06
military geography,military biography,2,4.761882086275779e-06,4.761882086275779e-06
slovenes,slovenia,2,9.523764172551558e-06,4.761882086275779e-06
chinese,chimes,2,9.523764172551558e-06,4.761882086275779e-06
chimneys,chimes,2,4.761882086275779e-06,4.761882086275779e-06
brewing,breeding,2,2.857129251765468e-05,4.761882086275779e-06
reading,breeding,2,3.8095056690206234e-05,4.761882086275779e-06
dredging,breeding,3,4.761882086275779e-06,4.761882086275779e-06
rap music,bop music,2,4.761882086275779e-06,4.761882086275779e-06
gas industry,cigar industry,3,9.523764172551558e-06,9.523764172551558e-06
cider industry,cigar industry,2,4.761882086275779e-06,9.523764172551558e-06
volvo automobile,golf automobile,3,4.761882086275779e-06,4.761882086275779e-06
ford automobile,golf automobile,3,9.523764172551558e-06,4.761882086275779e-06
colf automobile,golf automobile,1,4.761882086275779e-06,4.761882086275779e-06
foot,food,1,9.523764172551558e-06,8.095199546668825e-05
mountain flying,mountain biking,3,1.428564625882734e-05,4.761882086275779e-06
bactria,bacteria,1,4.761882086275779e-06,4.761882086275779e-06
taxation,salvation,3,4.761882086275779e-06,3.3333174603930456e-05
arts french,art french,1,4.761882086275779e-06,1.9047528345103117e-05
designers,design,3,1.9047528345103117e-05,0.0015238022676082495
deluge,design,3,9.523764172551558e-06,0.0015238022676082495
organ musical instrument,horn musical instrument,3,1.428564625882734e-05,4.761882086275779e-06
kindness,kidneys,2,4.761882086275779e-06,1.428564625882734e-05
irish language,yiddish language,3,1.9047528345103117e-05,9.523764172551558e-06
salvage,massage,3,1.428564625882734e-05,9.523764172551558e-06
dressage,massage,3,2.857129251765468e-05,9.523764172551558e-06
macrame,massage,3,1.428564625882734e-05,9.523764172551558e-06
personality,personalism,2,2.857129251765468e-05,4.761882086275779e-06
personals,personalism,2,4.761882086275779e-06,4.761882086275779e-06
ballet dancing,ballet dancers,3,3.3333174603930456e-05,9.523764172551558e-06
ballet dance,ballet dancers,2,4.761882086275779e-06,9.523764172551558e-06
cooking spices,cooking swiss,3,9.523764172551558e-06,4.761882086275779e-06
months,moths,1,4.761882086275779e-06,4.761882086275779e-06
jugglers,jungles,2,4.761882086275779e-06,9.523764172551558e-06
lumber,timber,2,4.761882086275779e-06,1.428564625882734e-05
kenya,libya,3,9.523764172551558e-06,1.428564625882734e-05
puritans,britons,3,1.9047528345103117e-05,1.9047528345103117e-05
buttons,britons,2,4.761882086275779e-06,1.9047528345103117e-05
preteens,proteins,2,4.761882086275779e-06,4.761882086275779e-06
divination,navigation,3,9.523764172551558e-06,3.3333174603930456e-05
irrigation,navigation,3,4.761882086275779e-06,3.3333174603930456e-05
babysitting,babysitters,3,4.761882086275779e-06,3.8095056690206234e-05
baby sitters,babysitters,1,4.761882086275779e-06,3.8095056690206234e-05
northwest candalian,northwest canadian,2,4.761882086275779e-06,4.761882086275779e-06
sex biology,sexology,3,4.761882086275779e-06,4.761882086275779e-06
fiction in english 1900 texts,fiction in english 1945 texts,2,9.523764172551558e-06,9.523764172551558e-06
acadia parish la,caddo parish la,3,4.761882086275779e-06,4.761882086275779e-06
eighteenth century,fifteenth century,3,1.9047528345103117e-05,4.761882086275779e-06
geese,greece,2,1.428564625882734e-05,0.00021428469388241008
greed,greece,2,4.761882086275779e-06,0.00021428469388241008
greeks,greece,2,4.761882086275779e-06,0.00021428469388241008
art dutch,art deco,3,1.9047528345103117e-05,4.761882086275779e-06
crime analysis,child analysis,3,9.523764172551558e-06,9.523764172551558e-06
platonists,pianists,3,4.761882086275779e-06,4.761882086275779e-06
radio broadcasters,radio broadcasting,3,9.523764172551558e-06,1.9047528345103117e-05
names african,tales african,2,4.761882086275779e-06,4.761882086275779e-06
spear fishing,shark fishing,3,4.761882086275779e-06,4.761882086275779e-06
surf fishing,shark fishing,3,4.761882086275779e-06,4.761882086275779e-06
age groups,hate groups,2,4.761882086275779e-06,4.761882086275779e-06
cranberries,raspberries,3,4.761882086275779e-06,4.761882086275779e-06
manchester england,chester england,3,4.761882086275779e-06,4.761882086275779e-06
happiness,holiness,3,4.285693877648202e-05,4.7618820862757796e-05
holidays,holiness,3,9.523764172551558e-06,4.7618820862757796e-05
loneliness,holiness,3,4.761882086275779e-06,4.7618820862757796e-05
arms control,drug control,3,9.523764172551558e-06,1.428564625882734e-05
gun control,drug control,3,9.523764172551558e-06,1.428564625882734e-05
arms transfer,arms transfers,1,4.761882086275779e-06,9.523764172551558e-06
columbidae,colombia,3,4.761882086275779e-06,2.3809410431378898e-05
inventions,inventors,2,4.285693877648202e-05,2.3809410431378898e-05
nepali language,bengali language,3,4.761882086275779e-06,1.9047528345103117e-05
reading elementary,readers elementary,3,4.285693877648202e-05,4.285693877648202e-05
chickens,checkers,2,1.9047528345103117e-05,9.523764172551558e-06
south carolina,north carolina,2,1.428564625882734e-05,8.095199546668825e-05
bella vista ariz,bella vista ark,2,4.761882086275779e-06,4.761882086275779e-06
ammunition,amputation,3,1.9047528345103117e-05,4.761882086275779e-06
short stories english,ghost stories english,2,4.7618820862757796e-05,1.428564625882734e-05
world war ii 1939 1945,world war 1939 1945,3,4.761882086275779e-06,0.0008238056009257098
cooking chocolate,cookery chocolate,3,4.761882086275779e-06,4.761882086275779e-06
photographs,photography,1,1.428564625882734e-05,0.0035809353288793863
cartography,photography,3,1.9047528345103117e-05,0.0035809353288793863
b 1 bomber,b 24 bomber,2,4.761882086275779e-06,4.761882086275779e-06
clock and watch making,clock and watch makers,3,1.428564625882734e-05,1.9047528345103117e-05
allegories,allegory,3,9.523764172551558e-06,1.9047528345103117e-05
water supply,labor supply,3,4.761882086275779e-06,4.761882086275779e-06
authors canadian,authors croatian,3,9.523764172551558e-06,4.761882086275779e-06
autocad,auto,3,2.857129251765468e-05,4.761882086275779e-06
chester england,manchester england,3,4.761882086275779e-06,4.761882086275779e-06
crystals,crests,3,1.428564625882734e-05,9.523764172551558e-06
quakers,bakers,2,1.428564625882734e-05,9.523764172551558e-06
bankers,bakers,1,2.857129251765468e-05,9.523764172551558e-06
bakeries,bakers,2,4.761882086275779e-06,9.523764172551558e-06
agnosticism,gnosticism,1,1.9047528345103117e-05,9.523764172551558e-06
festivals,revivals,3,1.9047528345103117e-05,4.761882086275779e-06
fairy poetry,bawdy poetry,3,4.761882086275779e-06,4.761882086275779e-06
sufis,sufism,1,4.761882086275779e-06,3.8095056690206234e-05
biografia,biografias,1,4.761882086275779e-06,4.761882086275779e-06
communists,communism,2,1.428564625882734e-05,0.00029523668934909836
comunismo,communism,2,4.761882086275779e-06,0.00029523668934909836
communalism,communism,2,4.761882086275779e-06,0.00029523668934909836
troy,tarot,2,4.761882086275779e-06,7.14282312941367e-05
trout,tarot,2,4.761882086275779e-06,7.14282312941367e-05
teapots,tarot,3,4.761882086275779e-06,7.14282312941367e-05
violinists,biologists,3,9.523764172551558e-06,1.9047528345103117e-05
geologists,biologists,2,1.428564625882734e-05,1.9047528345103117e-05
audiologists,biologists,3,4.761882086275779e-06,1.9047528345103117e-05
zoologists,biologists,2,4.761882086275779e-06,1.9047528345103117e-05
sinologists,biologists,2,4.761882086275779e-06,1.9047528345103117e-05
yoga kriya,yoga raja,3,4.761882086275779e-06,9.523764172551558e-06
african american pioneers,african american singers,3,4.761882086275779e-06,1.428564625882734e-05
art ancient,armor ancient,3,4.761882086275779e-06,4.761882086275779e-06
indians of south america,indians of north america,2,1.428564625882734e-05,0.0005523783220079904
tithes,kites,2,9.523764172551558e-06,1.9047528345103117e-05
knives,kites,2,1.9047528345103117e-05,1.9047528345103117e-05
kitsch,kites,3,4.761882086275779e-06,1.9047528345103117e-05
whites,kites,2,4.761882086275779e-06,1.9047528345103117e-05
tides,kites,2,4.761882086275779e-06,1.9047528345103117e-05
skiffs,kites,3,4.761882086275779e-06,1.9047528345103117e-05
kings,kites,2,4.761882086275779e-06,1.9047528345103117e-05
zines,kites,2,4.761882086275779e-06,1.9047528345103117e-05
turkish poetry,irish poetry,3,4.761882086275779e-06,4.761882086275779e-06
jewish poetry,irish poetry,3,4.761882086275779e-06,4.761882086275779e-06
costume design,costume designers,3,2.857129251765468e-05,9.523764172551558e-06
hasidism,hasidim,1,1.428564625882734e-05,1.9047528345103117e-05
healers,readers,2,1.428564625882734e-05,0.0002095228117961343
peddlers,readers,3,4.761882086275779e-06,0.0002095228117961343
jewish philosophy,jewish philosophers,3,1.9047528345103117e-05,9.523764172551558e-06
rome italy,rome city,3,1.9047528345103117e-05,4.761882086275779e-06
juvenile delinquents,juvenile delinquency,2,9.523764172551558e-06,1.428564625882734e-05
cooking asian,cooking italian,3,1.9047528345103117e-05,4.285693877648202e-05
laundry,candy,3,9.523764172551558e-06,2.3809410431378898e-05
friars,fairs,2,4.761882086275779e-06,1.428564625882734e-05
steam,steel,2,4.761882086275779e-06,9.523764172551558e-06
fotografias,fotografia,1,4.761882086275779e-06,9.523764172551558e-06
drug addicts,drug addiction,3,4.761882086275779e-06,1.428564625882734e-05
go game,pool game,3,2.3809410431378898e-05,4.761882086275779e-06
south asia,south africa,3,4.761882086275779e-06,4.7618820862757796e-05
south america,south africa,2,9.523764172551558e-06,4.7618820862757796e-05
gravitaion,gravitation,1,4.761882086275779e-06,4.761882086275779e-06
aardvark,hardware,3,4.761882086275779e-06,4.761882086275779e-06
civil engineering,river engineering,3,2.857129251765468e-05,4.761882086275779e-06
ohio,obi,2,1.428564625882734e-05,4.761882086275779e-06
ganda language,hindi language,3,4.761882086275779e-06,1.428564625882734e-05
dialectic,dianetics,3,9.523764172551558e-06,4.761882086275779e-06
asia central,africa central,3,4.7618820862757796e-05,2.3809410431378898e-05
blue fictitious character,alex fictitious character,3,9.523764172551558e-06,4.761882086275779e-06
mineralogy,genealogy,3,1.9047528345103117e-05,8.095199546668825e-05
violence,violin,3,4.761882086275779e-06,4.7618820862757796e-05
gnosticism,agnosticism,1,9.523764172551558e-06,1.9047528345103117e-05
xhosa language,hausa language,3,9.523764172551558e-06,4.761882086275779e-06
intuition,inquisition,3,9.523764172551558e-06,1.9047528345103117e-05
scandinavia,scandinavians,2,1.428564625882734e-05,4.761882086275779e-06
genius,menus,2,2.3809410431378898e-05,1.9047528345103117e-05
railroad trains,railroad travel,3,4.761882086275779e-06,2.3809410431378898e-05
machinery,millinery,3,1.428564625882734e-05,4.761882086275779e-06
terrorism,ecoterrorism,3,1.9047528345103117e-05,4.761882086275779e-06
bioterrorism,ecoterrorism,2,9.523764172551558e-06,4.761882086275779e-06
concertos,concepts,2,4.761882086275779e-06,1.428564625882734e-05
contests,concepts,2,9.523764172551558e-06,1.428564625882734e-05
concrete,concepts,3,2.857129251765468e-05,1.428564625882734e-05
atlantic coast u s,atlantic coast n c,2,9.523764172551558e-06,4.761882086275779e-06
nuns,nuts,1,1.428564625882734e-05,4.761882086275779e-06
pacific ocean,pacific area,3,4.761882086275779e-06,4.761882086275779e-06
aryans,arabs,2,4.761882086275779e-06,2.3809410431378898e-05
